Post_ID,Location_ID,Audience_Age,Age_Group,Audience_Gender,Audience_Location,Audience_Continent,Audience_Interests
a6e1b4da-b39f-4e90-a655-3b5d9d846549,222,31,Mature Adults,Male,Lebanon,Asia,better
31daeadd-1d95-4a98-882e-907d877c8359,179,39,Mature Adults,Male,Bulgaria,Europe,there
1eab04ed-265c-4710-9cb2-379586c87db6,81,52,Senior Adults,Female,Solomon Islands,Oceania,shoulder
6d6f1c2b-dc2f-462e-9ce3-50ecd9661284,6,50,Senior Adults,Other,Afghanistan,Asia,lot
313eecde-a1b5-4f7f-8e6b-e5cee5a6e2cc,71,24,Adolescent Adults,Other,Bosnia and Herzegovina,Europe,response
ac16c824-2c46-4314-9ab6-14e197d08207,35,27,Adolescent Adults,Other,Maldives,Asia,here
0a9a8831-6c0b-43ff-9919-f65c02085a5e,37,24,Adolescent Adults,Female,Liechtenstein,Europe,to
643086f0-3a86-448d-9049-ff73f810506d,59,47,Senior Adults,Female,Slovenia,Europe,care
2f0bae50-709c-4f6a-8949-877dbe92d6fd,134,58,Senior Adults,Other,Bermuda,NorthAmerica,unit
70fbf550-3130-4ecf-b5af-32c12e11ac9a,182,37,Mature Adults,Male,South Georgia and the South Sandwich Islands,SouthAmerica,power
85101a82-0635-4a76-a0c1-4c4a0ba1398e,161,36,Mature Adults,Female,Mozambique,Africa,his
f33cc36b-0d1d-46c6-aff1-633f0798bf85,32,53,Senior Adults,Male,Brunei Darussalam,Asia,environmental
5a6d32e5-d80c-4d19-af1f-8d0129b3a367,44,46,Senior Adults,Male,Mayotte,Africa,determine
2f79afa9-3488-4b85-91a4-ae9db6897c77,228,57,Senior Adults,Other,Holy See (Vatican City State),Europe,get
ac14a290-e096-458f-9007-10b7eda1e9aa,14,32,Mature Adults,Female,Mali,Africa,summer
49e9b033-99d9-4827-8010-3a416318d1bb,219,43,Mature Adults,Female,Myanmar,Asia,almost
4af61b24-83cb-4f21-9f26-dcc51c7084e7,46,50,Senior Adults,Other,Malaysia,Asia,guess
671f1935-7f84-4668-ab68-198086941079,179,45,Mature Adults,Male,Bulgaria,Europe,lot
11916bf1-add4-4a15-8c01-5c84cf24f47e,100,38,Mature Adults,Male,Lesotho,Africa,phone
7e9f3004-121b-44e4-b5b7-08b9cc7c6d8c,165,62,Senior Adults,Male,Eritrea,Africa,suggest
e20cc850-3229-4a23-aa41-aa824f93a695,79,51,Senior Adults,Other,South Africa,Africa,within
7c201323-6b83-40c1-9e6a-1281936a3a51,63,51,Senior Adults,Female,Hungary,Europe,price
e788d8cb-a42d-40a5-ac4b-05edef0a584e,6,32,Mature Adults,Other,Afghanistan,Asia,quite
074a3489-c0ec-458b-93db-28563c72600e,115,35,Mature Adults,Female,Dominica,NorthAmerica,protect
0181a767-d6af-466c-a25a-cfec79fdd85c,207,58,Senior Adults,Female,Madagascar,Africa,why
e7adfa0f-0138-4302-bd6f-142210663dd2,104,58,Senior Adults,Male,Papua New Guinea,Oceania,instead
f8017550-25e4-4fde-812e-45428e8d65cd,84,48,Senior Adults,Female,Qatar,Asia,new
c015cdc2-11c1-44a5-8642-c56b840c6368,152,60,Senior Adults,Male,Honduras,NorthAmerica,with
cea147d5-dc38-4695-b1dc-e47fc04c715c,61,39,Mature Adults,Male,Palau,Oceania,leave
87a4cbc2-da7c-4d9e-a7df-6455792b2ad6,184,40,Mature Adults,Other,Namibia,Africa,law
b10a9499-4f0e-4573-bf5a-5ceeea11bf93,144,63,Senior Adults,Other,Swaziland,Africa,leg
6abea854-ad88-4f0f-a103-e8269a18fb99,80,55,Senior Adults,Female,Algeria,Africa,home
bb761143-e499-4352-980b-b67b77b1a25f,17,37,Mature Adults,Other,Ukraine,Europe,act
9030ecba-09fd-4365-9e55-88891e4e3984,145,37,Mature Adults,Other,Belarus,Europe,raise
f7d83f51-ece4-4cf4-91fa-b3436610b707,79,37,Mature Adults,Male,South Africa,Africa,state
b0a084ed-7efb-4dc9-a8c9-5296b8b8db45,39,59,Senior Adults,Male,Netherlands,Europe,edge
64a57107-c1d4-4222-9cf7-2306fd8e4819,216,39,Mature Adults,Other,Taiwan,Asia,song
c183a31c-44b3-43e4-af5a-151a693cde82,121,52,Senior Adults,Female,Iran,Asia,time
a384cd40-f94e-48fc-ad62-f4b1b8daf528,233,59,Senior Adults,Female,Nicaragua,NorthAmerica,back
52acfe53-fe0e-4bb6-a857-ac8b4e30e868,201,28,Adolescent Adults,Male,Singapore,Asia,any
06d1dc19-ac8f-4d68-b948-11c225ffecbd,115,25,Adolescent Adults,Female,Dominica,NorthAmerica,majority
2aae0fa7-f12b-4709-8fc1-9dba3035f692,99,29,Adolescent Adults,Female,Czech Republic,Europe,from
e112acc4-81b6-4df6-bd32-6127b332b4c4,205,32,Mature Adults,Female,North Macedonia,Europe,carry
08c43c74-e174-4c97-9da0-cc8363e7dd2d,139,60,Senior Adults,Female,Mongolia,Asia,cost
e56b6747-8334-4654-b7d3-c4a3583566d0,55,47,Senior Adults,Male,Saint Martin,NorthAmerica,cut
1332173b-6752-449e-a0d1-d863892386b6,60,38,Mature Adults,Male,Falkland Islands (Malvinas),SouthAmerica,show
15ee29bc-768f-42b5-869b-4e488adc2935,234,19,Adolescent Adults,Female,Germany,Europe,result
d0576a4b-e655-4ba1-8d18-2858fcc4296a,231,50,Senior Adults,Male,Dominican Republic,NorthAmerica,set
5c416462-0d8e-42d8-a453-b1b0e78b64a9,243,53,Senior Adults,Female,Niue,Oceania,power
c956bba4-de1f-47d2-94a1-9fc2b4ec570b,35,63,Senior Adults,Male,Maldives,Asia,audience
d9f8a1c0-3f9f-4747-a69f-cc1d2a6ad86a,77,57,Senior Adults,Other,Svalbard & Jan Mayen Islands,Europe,do
d5203224-d990-4a18-bffd-9236040a68b2,25,37,Mature Adults,Other,Ecuador,SouthAmerica,later
460cbf61-2014-4d55-b9df-31c5035b3c59,169,40,Mature Adults,Female,Chad,Africa,fear
2ddf24d7-af75-40d3-931d-69b8bfa2a028,56,59,Senior Adults,Female,Western Sahara,Africa,decision
d13185c4-d566-47e3-962d-288a983ed332,119,48,Senior Adults,Male,Tuvalu,Oceania,around
4a89aff9-0c25-48d8-abb5-59f3d6a1866e,120,39,Mature Adults,Female,Switzerland,Europe,language
cc750954-8f73-4907-a376-89ba02302045,83,30,Adolescent Adults,Female,Morocco,Africa,coach
48af4fed-ab9c-4abb-8f33-b08a8d88b0b2,14,47,Senior Adults,Other,Mali,Africa,reality
e2bb7fce-50a8-4627-8f0a-19563b8f55dc,231,20,Adolescent Adults,Other,Dominican Republic,NorthAmerica,of
f3e5e480-de18-4304-b480-bf8f9f426542,87,49,Senior Adults,Other,Saint Barthelemy,NorthAmerica,card
cced458f-4a93-4bf0-89be-e82ec5e0e64f,53,53,Senior Adults,Female,Indonesia,Asia,dark
3cd2cc50-8364-416a-84de-7ffc80cba0b6,189,58,Senior Adults,Other,Zambia,Africa,run
bf7e6b6c-32f6-4f1f-bd6c-55718fbd5f91,230,59,Senior Adults,Female,Mauritius,Africa,race
3e7389b5-4853-4dda-a811-944195229792,60,21,Adolescent Adults,Female,Falkland Islands (Malvinas),SouthAmerica,hear
f09a8192-0d90-4df1-8a22-71f36a940452,1,38,Mature Adults,Other,Greece,Europe,your
eb5d410e-87c9-423d-965b-a2268e3bc3ce,83,30,Adolescent Adults,Other,Morocco,Africa,bar
f6a5e809-8e4d-46c9-bf08-d10015da5c19,30,33,Mature Adults,Male,Anguilla,NorthAmerica,worker
60ab6843-c97c-4c88-9d27-22f7a7b6cac3,198,50,Senior Adults,Other,Luxembourg,Europe,should
65d444de-4c43-474d-892d-51e58d4266c3,137,34,Mature Adults,Female,Tanzania,Africa,last
6153c6fc-fd84-4d9b-9992-c05d0b6022a3,214,20,Adolescent Adults,Male,Saint Vincent and the Grenadines,NorthAmerica,teacher
edea5f70-80c7-4b0c-bbf3-e9b1ac7828d6,212,48,Senior Adults,Female,Syrian Arab Republic,Asia,medical
3b34c1e5-ba32-4f87-b81c-72a2e6c4466e,50,39,Mature Adults,Male,Tonga,Oceania,federal
444dc4f3-dd9e-40ad-9102-9473ee86f01b,40,55,Senior Adults,Other,Georgia,Asia,upon
1dc446eb-7f04-4ffb-9745-52c24d86e82f,238,55,Senior Adults,Female,Cook Islands,Oceania,item
fda130fe-9fe5-4997-9096-5af6083f412e,85,38,Mature Adults,Male,Burkina Faso,Africa,goal
5f1e4bcf-4713-4bea-9936-588c6d0809f3,35,19,Adolescent Adults,Other,Maldives,Asia,design
a7b24828-1a1c-47aa-87de-b5be7f897ebf,39,36,Mature Adults,Other,Netherlands,Europe,garden
8324c69b-ca4b-4292-94ad-7194bdd5d1ff,147,37,Mature Adults,Male,Togo,Africa,case
3a0f262c-1cc6-418d-ad4e-08b56204706c,74,58,Senior Adults,Male,Timor-Leste,Asia,arrive
f5d4fcf5-1519-4087-b129-35f6fa42edd9,104,42,Mature Adults,Other,Papua New Guinea,Oceania,why
39ea0cad-28aa-42ad-8e13-a363c4daff97,76,40,Mature Adults,Male,Aruba,NorthAmerica,dog
1dc5e4f7-c249-45df-a302-57c7f36f8b55,116,22,Adolescent Adults,Male,Liberia,Africa,image
f36307a0-c87d-4886-88a6-14d8650f5cf0,143,54,Senior Adults,Female,Mauritania,Africa,can
c5c1a38d-a375-467d-9e6b-6d8538cf4647,202,30,Adolescent Adults,Male,Cote d'Ivoire,Africa,police
749545f3-b5ed-48af-b24c-1bc95ef4deba,179,61,Senior Adults,Male,Bulgaria,Europe,media
37930c87-60fe-4492-92a7-a49372aed744,70,30,Adolescent Adults,Female,Nepal,Asia,south
f832313f-8154-4233-81a5-796eb56c3f37,42,37,Mature Adults,Male,Kenya,Africa,ago
6007a0a6-974c-46ec-85fb-08b791fe44b0,181,34,Mature Adults,Female,San Marino,Europe,eye
5b54fff1-a6f8-4741-8e5f-273af86b9b54,97,27,Adolescent Adults,Female,Cyprus,Asia,national
b9e0e745-4fc4-4f45-b87f-d8eb59a4a2ef,133,52,Senior Adults,Other,Antigua and Barbuda,NorthAmerica,coach
3d3ed25d-e44b-4503-9180-3031f0b757c4,160,62,Senior Adults,Other,American Samoa,Oceania,determine
7c04155f-bf71-44e8-a7a8-ba9283666fab,38,29,Adolescent Adults,Female,Vietnam,Asia,building
d31cb305-9f6e-4896-a0c4-b70becc4f6ab,228,22,Adolescent Adults,Other,Holy See (Vatican City State),Europe,what
b02d14bb-d639-4d13-a507-b85212c5d5f6,67,23,Adolescent Adults,Male,Peru,SouthAmerica,age
b58ab4e0-f656-4b3b-b45e-49c7607a5b65,130,45,Mature Adults,Female,Kuwait,Asia,administration
6def027d-ef6f-4bd5-be3a-d4e4097214ce,109,62,Senior Adults,Male,Saint Helena,Africa,mission
3d1aac68-fe0d-412e-91ee-703ccd6d7e84,145,19,Adolescent Adults,Male,Belarus,Europe,fear
aec546da-622e-4970-87af-146b60ade31d,13,27,Adolescent Adults,Other,Kazakhstan,Asia,Congress
151c7f64-81cf-4d09-b3f8-e86d61c9fbf3,225,64,Senior Adults,Female,Canada,NorthAmerica,yard
40a05e91-e06c-424d-8cb3-a5f12672ed87,88,60,Senior Adults,Male,Congo,Africa,talk
05c9b0e2-ccd4-4a20-839f-7f0acd091a57,57,36,Mature Adults,Male,Sweden,Europe,cover
8074dc2e-026e-4abe-92bb-b7640ac475dc,218,40,Mature Adults,Male,Samoa,Oceania,area
a5af181e-d794-4c98-b73a-dd555c9aa406,51,58,Senior Adults,Other,Uganda,Africa,describe
0cd3d77d-c5f6-41f5-bdb1-410589c7a62d,85,27,Adolescent Adults,Other,Burkina Faso,Africa,recognize
e1ec1760-beed-4e7e-a798-e1a17e6a939a,9,58,Senior Adults,Male,Rwanda,Africa,wait
90ae9df6-2921-4874-85a0-6a8d00084bb1,83,35,Mature Adults,Other,Morocco,Africa,beautiful
f6482ca5-6df6-431b-8cc2-4dbd65f6cb74,4,60,Senior Adults,Male,Sudan,Africa,everybody
f3cefee2-9c91-4131-babc-0e2f165b6d32,12,45,Mature Adults,Male,Korea,Asia,news
eff1b67b-c011-4060-98f6-db5c27df903c,237,50,Senior Adults,Male,British Virgin Islands,NorthAmerica,center
ec969b88-733e-41f7-a34c-990e3134212f,90,60,Senior Adults,Male,Ghana,Africa,door
f43dd57b-a146-47b1-ae2e-a608bea665d1,27,60,Senior Adults,Other,Russian Federation,Europe,hospital
295efffe-f122-4018-a726-9ce3b5fbf42e,69,31,Mature Adults,Female,Suriname,SouthAmerica,series
8e7323f8-14e4-4ef5-8814-a11c298a8190,24,42,Mature Adults,Female,Andorra,Europe,whose
951e0c94-5a5e-4bd7-8615-fa426a3da322,108,39,Mature Adults,Other,Estonia,Europe,authority
a22b16ad-3b0f-459a-a573-28103abb0a58,76,42,Mature Adults,Female,Aruba,NorthAmerica,happy
55d3165e-53f0-4cfe-a867-73dcc81b58ae,56,22,Adolescent Adults,Other,Western Sahara,Africa,avoid
26c1559a-3895-4925-a3a0-c73f5f567042,124,58,Senior Adults,Other,Panama,NorthAmerica,environment
0d77afd9-831b-4eb8-af2f-c7fca4c9d72d,140,57,Senior Adults,Male,Gambia,Africa,nothing
c79ac5d4-6d0e-4719-86ef-6eb44388eb2c,42,61,Senior Adults,Other,Kenya,Africa,these
38003eff-6f87-45f3-a377-de351cb16b4b,87,60,Senior Adults,Male,Saint Barthelemy,NorthAmerica,doctor
0e351c7d-acce-4b84-9c32-1be6fda4dd49,145,18,Adolescent Adults,Female,Belarus,Europe,summer
e93f137a-fe04-4ad5-b274-3c995b19fa97,72,28,Adolescent Adults,Male,Malawi,Africa,shoulder
fcff244e-2bdd-45f7-b5e3-f96bd4ab3fd5,74,29,Adolescent Adults,Female,Timor-Leste,Asia,modern
9a0cc6fc-f576-41b2-951b-81e56bef18d5,128,45,Mature Adults,Other,Tunisia,Africa,group
6994eb74-8a5c-4407-bcdc-229e812b9094,2,54,Senior Adults,Male,Lao People's Democratic Republic,Asia,sister
038bebe7-8492-4f33-9d96-df84b3e8c6f8,137,28,Adolescent Adults,Other,Tanzania,Africa,need
902486e8-4523-43d5-bf76-5edb884185b8,28,30,Adolescent Adults,Male,Cuba,NorthAmerica,country
a584ab7a-af64-4e5e-8647-aa0efc50fea9,25,30,Adolescent Adults,Female,Ecuador,SouthAmerica,contain
0ca313d0-b7e4-40c0-8bfc-2a68d67329ea,199,45,Mature Adults,Other,New Zealand,Oceania,recently
14ccd079-98af-4f13-bd7c-e13dec1ed0f0,94,22,Adolescent Adults,Other,Heard Island and McDonald Islands,Oceania,ago
d2284247-c60f-45d5-a44d-f39b1c8205f9,97,32,Mature Adults,Female,Cyprus,Asia,region
a9a979ac-93d2-4532-9544-7fe21749e1b3,48,22,Adolescent Adults,Male,United Arab Emirates,Asia,provide
34d83d82-445e-4fa5-bafe-db0d60cc5b1a,32,44,Mature Adults,Male,Brunei Darussalam,Asia,detail
e50a5b36-497e-487a-88a0-3badcd34e4ed,189,45,Mature Adults,Female,Zambia,Africa,could
5f340305-f566-426d-974d-ee944eba292e,47,42,Mature Adults,Other,Jamaica,NorthAmerica,though
4ee90cba-9e79-47ef-a757-dae70798d3f3,99,23,Adolescent Adults,Other,Czech Republic,Europe,lose
ce430ac3-3c6e-44aa-a429-2be0e9de5379,50,57,Senior Adults,Other,Tonga,Oceania,beat
5aca77a1-56ec-49cb-9b13-7cc8aaaff53a,198,48,Senior Adults,Other,Luxembourg,Europe,imagine
637e6e54-45bf-4163-8198-96ffe64002bb,185,28,Adolescent Adults,Other,Montserrat,NorthAmerica,meet
a2e8eafe-8e3c-4670-a3f0-92cf5ccbab84,203,62,Senior Adults,Other,Mexico,NorthAmerica,official
b02c12c7-a6e4-4365-be6d-5c6b482e1540,108,52,Senior Adults,Other,Estonia,Europe,house
ef334cc0-1866-4325-8f2d-359c023cdf35,22,23,Adolescent Adults,Female,Botswana,Africa,decide
0e3cf637-c49c-4f85-957c-02da72d8c835,148,18,Adolescent Adults,Other,Portugal,Europe,also
d899f27c-a572-4f5d-bd58-e1a2cbc6c731,243,20,Adolescent Adults,Male,Niue,Oceania,against
ef2ed96c-f1b5-4b32-a704-536ef83de859,156,46,Senior Adults,Male,Haiti,NorthAmerica,meeting
68367379-e126-4cd2-b630-408b770ba681,160,47,Senior Adults,Male,American Samoa,Oceania,central
67bda510-0e3f-4807-a55c-8638e044157f,157,25,Adolescent Adults,Female,Vanuatu,Oceania,property
cf238b17-e4c1-4261-ba65-013440859ec4,79,21,Adolescent Adults,Female,South Africa,Africa,agent
4bb05e8d-bd17-4b48-b0c8-48a461b671f4,222,23,Adolescent Adults,Male,Lebanon,Asia,hot
05122702-4cb2-4856-9bbc-832dbd7f085d,4,52,Senior Adults,Female,Sudan,Africa,author
045f6409-0009-4b33-a597-a9c943d03b56,92,22,Adolescent Adults,Female,Nigeria,Africa,tend
4858a0f6-f6b6-4039-bcad-78eba65f85a8,218,34,Mature Adults,Female,Samoa,Oceania,maybe
41f83acf-3c75-4b48-90d8-9ae0c6d00b1d,115,54,Senior Adults,Male,Dominica,NorthAmerica,hold
8cd2b482-9ed5-455c-a8c1-967b03e6f750,176,58,Senior Adults,Male,France,Europe,strong
0041f2da-f198-4c44-a777-e9ed829375f1,223,31,Mature Adults,Other,Romania,Europe,maintain
8df63624-8826-461f-98d8-984dacd95efe,57,58,Senior Adults,Male,Sweden,Europe,like
118ee8d7-5e35-446a-be27-f46ce1401269,127,57,Senior Adults,Male,Seychelles,Africa,say
88118523-b336-4c1c-b39c-6ea872a992b1,241,51,Senior Adults,Other,India,Africa,prevent
984e476f-9d47-4c41-a449-f07fa24f2335,219,27,Adolescent Adults,Other,Myanmar,Asia,card
357e3700-a87c-47fa-91d4-27138ad88b45,143,58,Senior Adults,Other,Mauritania,Africa,decade
e11bb4ed-187a-4820-8969-12bb75f9024c,91,23,Adolescent Adults,Female,Saint Kitts and Nevis,NorthAmerica,bag
2a226c70-106d-43f3-b4d3-3ec5e2d41f76,12,46,Senior Adults,Male,Korea,Asia,part
2194e4df-ede3-4b5c-9384-200d29b154ea,66,22,Adolescent Adults,Other,Sao Tome and Principe,Africa,outside
f19b095e-571f-430f-8334-17417e3ed12f,203,59,Senior Adults,Other,Mexico,NorthAmerica,fly
9edf82d7-b81a-41dc-a512-f6589e0a1a7d,53,23,Adolescent Adults,Female,Indonesia,Asia,room
e4e59298-8bcf-4fad-86ac-c76329b08ded,26,62,Senior Adults,Male,Christmas Island,Oceania,eye
71cb8acb-c0ba-42c7-a724-939b6dfde590,16,22,Adolescent Adults,Female,French Southern Territories,Africa,memory
5e1af3f0-74d2-4204-b5a7-f26c9329ced6,91,29,Adolescent Adults,Other,Saint Kitts and Nevis,NorthAmerica,born
35d3d6ef-477d-47a3-b4aa-9df65ae88a55,193,51,Senior Adults,Female,China,Asia,action
e5519793-8b05-4e21-981a-48cc1110acf2,162,41,Mature Adults,Male,Latvia,Europe,recently
45157b8c-f93f-47e6-b099-230a30f29e22,211,45,Mature Adults,Female,Azerbaijan,Asia,war
df93bec5-b1a7-4810-831b-c0e6827309ce,11,27,Adolescent Adults,Female,Norfolk Island,Oceania,look
df99771d-20f7-4246-8788-6ff9f4c1bb50,197,44,Mature Adults,Female,Wallis and Futuna,Oceania,star
99b1da8b-5041-4388-887e-37285e91f69d,110,46,Senior Adults,Other,Antarctica (the territory South of 60 deg S),Antarctica,statement
cb0aaeff-e69b-4779-8d25-a4010a4a3f63,132,59,Senior Adults,Other,Monaco,Europe,health
61c30bbb-b1c7-47bd-a9e8-f978bec38f1a,239,25,Adolescent Adults,Female,Argentina,SouthAmerica,theory
bbd13002-19ad-451e-8b4e-5177b9b4ba71,175,18,Adolescent Adults,Female,Ethiopia,Africa,participant
b966e1fd-be9a-47c7-88b1-50ed43e867d7,47,53,Senior Adults,Female,Jamaica,NorthAmerica,garden
88e8c922-26ef-4acf-8334-4708df1521c0,17,53,Senior Adults,Other,Ukraine,Europe,series
ea03b6d1-6183-4d12-a217-cb495119b476,99,56,Senior Adults,Female,Czech Republic,Europe,painting
7a4cdeb9-674a-499f-bcb3-c62ca464b78e,217,54,Senior Adults,Male,Saint Lucia,NorthAmerica,chair
779c9419-1c22-424e-ba87-27b2a746e899,11,58,Senior Adults,Male,Norfolk Island,Oceania,draw
4cd2e166-7235-4fe6-a038-edadf701d510,77,34,Mature Adults,Male,Svalbard & Jan Mayen Islands,Europe,keep
3a6c557a-c71f-4ce5-9c99-d88d0bce05bc,136,54,Senior Adults,Other,Pitcairn Islands,Oceania,director
b4617e20-426d-4397-8f2d-1bc9a686a250,92,42,Mature Adults,Female,Nigeria,Africa,begin
f6783da4-26e4-41ef-bf36-dcf6ea87401e,231,61,Senior Adults,Male,Dominican Republic,NorthAmerica,night
dbb9ccc7-1c8d-46be-8577-f7e100580062,5,49,Senior Adults,Male,Gabon,Africa,challenge
ce1d000c-c65d-43c9-a97d-cec49a19b288,160,43,Mature Adults,Female,American Samoa,Oceania,turn
98588254-0004-4a9f-97f2-165a6e9b1b8c,157,28,Adolescent Adults,Male,Vanuatu,Oceania,cut
665f884d-f690-4be9-8367-210762922ccd,92,25,Adolescent Adults,Male,Nigeria,Africa,movie
2b4d0192-7737-444f-9e3e-1a9317fc5df7,135,42,Mature Adults,Male,Benin,Africa,event
8df9e793-1e71-4581-8a32-b4d888a73da9,179,25,Adolescent Adults,Female,Bulgaria,Europe,away
e00c4bb7-419d-4fe8-8943-7b9ff1b63100,143,47,Senior Adults,Male,Mauritania,Africa,create
c8f6ca35-7da5-40d9-b03c-cdaa14b6303d,242,57,Senior Adults,Other,Nauru,Oceania,show
e1f46c34-8965-46eb-b537-76b3ee14f292,46,30,Adolescent Adults,Female,Malaysia,Asia,agent
c822c3c9-2bbb-4f9d-9fce-d92139f7cb94,110,54,Senior Adults,Other,Antarctica (the territory South of 60 deg S),Antarctica,computer
67f87146-3a88-4098-a710-a1a9caac0c9b,120,64,Senior Adults,Female,Switzerland,Europe,star
f54080d2-9bc9-454f-b707-6fec2c199efe,191,27,Adolescent Adults,Male,Guernsey,Europe,woman
4ea345ac-0d1e-44be-aef2-8b929a397a95,233,25,Adolescent Adults,Other,Nicaragua,NorthAmerica,data
5da5e22d-441e-4e7f-8645-d94dcac50eac,36,54,Senior Adults,Other,Cape Verde,Africa,deep
2c6445ae-31dd-40c9-96d8-cb9428551ae3,235,44,Mature Adults,Female,Iceland,Europe,reveal
287272b3-7fd2-4040-a083-bc005f80d254,148,40,Mature Adults,Other,Portugal,Europe,put
8d77bbed-0c32-4bd9-b06f-9d030100f55c,141,54,Senior Adults,Female,New Caledonia,Oceania,model
f2f4ce24-92d0-4e37-a999-72942edaf3ac,118,65,Senior Adults,Male,Turkmenistan,Asia,size
600e7a69-d5dd-4cf8-b9fd-ac0701b697bc,68,52,Senior Adults,Other,Kiribati,Oceania,husband
4942caea-530c-421d-a27b-e871da69e115,126,36,Mature Adults,Male,Serbia,Europe,listen
daf511c3-31dd-4bca-b2ec-0404ad912191,243,60,Senior Adults,Male,Niue,Oceania,worry
c07aafd2-4d16-41f9-ab70-491214f46dfe,150,31,Mature Adults,Female,El Salvador,NorthAmerica,ground
b384abd2-3ca9-4b3e-b5bc-7cdd4f5e825d,110,37,Mature Adults,Other,Antarctica (the territory South of 60 deg S),Antarctica,entire
1935b06f-ac7c-4101-9db1-f82a34dd6e33,197,27,Adolescent Adults,Female,Wallis and Futuna,Oceania,lawyer
c50acb80-0a41-45a7-97a0-c479bdb5afc1,198,58,Senior Adults,Other,Luxembourg,Europe,color
ed9df10e-0073-4344-8963-7424abd32464,213,24,Adolescent Adults,Female,Italy,Europe,meet
a8ae5b6a-9a98-4946-af86-f47a7a95965e,237,59,Senior Adults,Male,British Virgin Islands,NorthAmerica,performance
67269c1c-4b7f-4675-ade7-5f8dd4f5c812,34,55,Senior Adults,Male,Uruguay,SouthAmerica,laugh
76dabe7d-a651-4377-8e07-6a2f63d2e0a0,194,63,Senior Adults,Female,Barbados,NorthAmerica,stock
c73caddb-6d43-49ca-9e50-35fb234b5c53,216,56,Senior Adults,Female,Taiwan,Asia,this
8e32960d-9327-4aae-917c-8e6d92e69c2f,9,35,Mature Adults,Female,Rwanda,Africa,be
08f44757-ca71-4dbc-8171-501ff5013e6d,168,33,Mature Adults,Female,Slovakia (Slovak Republic),Europe,generation
e0901c91-78f1-4ccb-bd9b-2274996959ad,87,50,Senior Adults,Male,Saint Barthelemy,NorthAmerica,half
70c3a0ab-ba2b-4e21-90f8-e2c7f21ff0ad,9,47,Senior Adults,Other,Rwanda,Africa,bad
e0494cf3-fde3-4f97-83f6-caa506c4b35b,223,47,Senior Adults,Male,Romania,Europe,his
09b05a1a-6573-4f6a-bee9-57df36ccd32b,32,23,Adolescent Adults,Male,Brunei Darussalam,Asia,ability
37c74f71-063f-4c68-ba6a-d4103848f7c3,226,24,Adolescent Adults,Female,British Indian Ocean Territory (Chagos Archipelago),Africa,alone
63ca8fac-389b-4e8c-9b7b-3e4850d40e3c,231,30,Adolescent Adults,Male,Dominican Republic,NorthAmerica,throughout
23ca6690-a2e1-431b-acd1-6742cb001408,237,48,Senior Adults,Female,British Virgin Islands,NorthAmerica,whatever
1223a8c4-88c7-4f88-8ea9-8f26090902f0,230,32,Mature Adults,Female,Mauritius,Africa,health
98433a75-f94a-4177-9352-6e1e781cb946,185,21,Adolescent Adults,Female,Montserrat,NorthAmerica,society
87e7cc6a-a95a-4221-9a8e-18e0f72381a9,94,20,Adolescent Adults,Female,Heard Island and McDonald Islands,Oceania,win
c0b6f7c3-2b94-4210-b69c-3bd5a114e30f,12,61,Senior Adults,Female,Korea,Asia,plan
8e9b00b0-4b5e-4f46-a1e8-af408ba865c9,200,38,Mature Adults,Female,Pakistan,Asia,test
82028b58-939f-4bf4-9430-04bad016f1c4,216,62,Senior Adults,Female,Taiwan,Asia,key
76fc30a6-c7af-434a-bc5a-927cbc6533e1,14,35,Mature Adults,Female,Mali,Africa,morning
e44f329d-eec2-4e52-a5d4-d8b69b7561ee,13,63,Senior Adults,Other,Kazakhstan,Asia,its
1c43c905-4132-4857-ae1c-e7e7c923f564,201,55,Senior Adults,Male,Singapore,Asia,certainly
d03dfa69-61ae-45f6-8af1-a42222812648,128,24,Adolescent Adults,Other,Tunisia,Africa,sea
f58b8812-c65d-4de1-913f-6885f2636780,69,32,Mature Adults,Female,Suriname,SouthAmerica,evidence
f9847324-6fac-4471-94f4-e91ccadbd0cd,109,63,Senior Adults,Female,Saint Helena,Africa,push
42ff6605-15f7-4af6-87b0-21a4eb78941d,64,28,Adolescent Adults,Other,Croatia,Europe,artist
73ef03be-d672-40c1-b6a4-8f8b6c29dbeb,52,24,Adolescent Adults,Female,Belgium,Europe,total
49f0f1ef-efd6-4b96-b9a1-e31eab5c57f3,41,22,Adolescent Adults,Female,Sri Lanka,Asia,yes
4d046492-afc2-464b-b8d8-d2ae57f10644,222,60,Senior Adults,Other,Lebanon,Asia,western
5e76149c-b42e-4ea5-89d3-d8c3d1dd0e49,228,29,Adolescent Adults,Other,Holy See (Vatican City State),Europe,research
6254e206-60bb-416a-ac05-ab2da8289568,95,29,Adolescent Adults,Other,Senegal,Africa,big
4e089669-33d6-4c24-a08f-61502846d2f7,42,26,Adolescent Adults,Other,Kenya,Africa,cold
5638c9ca-b15a-45c3-a5b9-1b3f1ff8f4bd,109,28,Adolescent Adults,Female,Saint Helena,Africa,TV
d0b50a88-5f9e-4615-a8a2-202df935e63c,150,35,Mature Adults,Other,El Salvador,NorthAmerica,both
d09962e8-2638-40b8-ba44-d142b8ee3bda,9,33,Mature Adults,Other,Rwanda,Africa,field
52a59866-7945-4ad4-8026-af1ea3db1aff,191,46,Senior Adults,Female,Guernsey,Europe,increase
