Post_ID,Likes,Comments,Shares,Impressions,Reach,Engagement_Rate,Total_Engagement,Calculated_Engagement_Rate,Engagement_per_Impression,Reach_Efficiency,Performance_Level
23e16201-b7eb-470e-8ab9-98a3ca2a7602,641,104,38,7364,1557,50.29,783,50.29,10.63,21.14,High
dbf36fbd-8dc3-4452-af8c-86a7e1e73fc0,903,83,200,8186,1084,109.41,1186,109.41,14.49,13.24,High
0ff278cd-b5f8-47b4-84c7-bb411a9d0c66,268,414,118,6136,3724,21.48,800,21.48,13.04,60.69,High
892f1c1e-bae2-4e60-974a-c74c2be3c28c,583,341,80,4742,4064,24.7,1004,24.7,21.17,85.7,High
29770a96-f939-4826-b891-bee438a3c1a5,723,407,107,5494,1190,103.95,1237,103.95,22.52,21.66,High
a10223b9-24f4-4640-877c-0622ce503d79,798,175,11,4136,1979,49.72,984,49.72,23.79,47.85,High
25873339-c8bd-459d-af8f-70f161f6fc1a,673,390,82,4571,4015,28.52,1145,28.52,25.05,87.84,High
3005714f-3318-486d-b9a9-3219ae7fdadf,930,147,123,5010,4723,25.41,1200,25.41,23.95,94.27,High
1ce69c82-1c7a-4d5a-b199-7ae553530b7f,453,365,117,9544,3702,25.26,935,25.26,9.8,38.79,High
ccaee2d2-185f-41f1-a271-dd46170efddc,946,450,191,4945,2780,57.09,1587,57.09,32.09,56.22,High
1cdb6e60-025b-45f7-9c16-163874807da3,706,427,22,5244,3185,36.26,1155,36.26,22.03,60.74,High
92063025-7b44-44d9-9871-c44731d1da97,421,189,44,6953,2947,22.19,654,22.19,9.41,42.38,High
bbb64d60-a724-491f-ab60-ba9892936fa4,780,161,105,5986,3404,30.73,1046,30.73,17.47,56.87,High
9cc6b3de-7b23-4745-8895-0afa40c5d5d3,613,348,42,4371,3256,30.8,1003,30.8,22.95,74.49,High
996d2508-bb0c-42da-8f5f-211d7cf65896,680,92,13,6155,1245,63.05,785,63.05,12.75,20.23,High
5e527561-d24e-4b53-9282-016940f67ade,74,124,70,2166,1298,20.65,268,20.65,12.37,59.93,High
28854f11-1738-4f7a-9a85-ed714328731b,933,96,106,3586,1911,59.39,1135,59.39,31.65,53.29,High
d0b88631-c89a-4343-8956-76036dc4844f,710,202,41,3541,3088,30.86,953,30.86,26.91,87.21,High
f21919f4-c078-473c-a162-dad62030f073,915,10,78,7461,1838,54.57,1003,54.57,13.44,24.63,High
28e13c8d-177f-4404-b01c-18416f28a1e5,732,281,34,6670,2514,41.65,1047,41.65,15.7,37.69,High
6183a241-2798-41d9-9474-f541bfb38461,713,336,1,9972,2004,52.4,1050,52.4,10.53,20.1,High
c1ee962b-284a-4f8c-b95a-d18dbe1dbf13,380,34,150,9406,3529,15.98,564,15.98,6.0,37.52,High
9a28985c-9272-4f50-8379-aebd9eb1d047,3,454,128,5138,2502,23.38,585,23.38,11.39,48.7,High
92f8b1af-b4fa-4135-b15b-fe095ddd0671,362,458,103,4025,3911,23.6,923,23.6,22.93,97.17,High
fa5b8e76-0344-45f0-a200-92ac0297ffb5,270,386,50,4001,953,74.08,706,74.08,17.65,23.82,High
87ff0376-1e67-4f10-ad62-8dcb54a0a9a9,322,206,74,6080,830,72.53,602,72.53,9.9,13.65,High
f4c05f61-8f83-447f-bfbe-c8033700683f,268,153,40,3268,2100,21.95,461,21.95,14.11,64.26,High
4379a5a5-01ae-4086-ab7c-c7d69b1ee348,293,21,159,9607,1661,28.48,473,28.48,4.92,17.29,High
18163d36-9990-4687-8197-1c3c7e1d1a3d,48,158,39,9441,3976,6.16,245,6.16,2.6,42.11,Medium
27ffcf82-3d00-414c-ae80-2076ea89294b,562,273,66,4685,1590,56.67,901,56.67,19.23,33.94,High
327aa782-9290-408e-bc8a-68a539e3aebf,100,411,83,3205,2828,21.0,594,21.0,18.53,88.24,High
2df01a49-4f61-4052-94f2-585a23919ec2,86,200,102,3313,1260,30.79,388,30.79,11.71,38.03,High
49e9e4e5-ca5d-47b9-9396-e5f94d029190,899,127,192,6182,2958,41.18,1218,41.18,19.7,47.85,High
e76b43d3-d362-4e24-a33a-cfb693ca05ee,325,128,158,5070,1724,35.44,611,35.44,12.05,34.0,High
3121493a-e715-408a-93bb-8bbd895c2f63,365,405,121,7051,1164,76.55,891,76.55,12.64,16.51,High
32596c6a-ebcb-4161-b700-3cc0ba540639,278,18,36,8231,536,61.94,332,61.94,4.03,6.51,High
e900e342-57f6-4aed-b75a-ba73ffb3d78d,150,91,134,8684,598,62.71,375,62.71,4.32,6.89,High
0bffbae5-6cd1-4144-872a-6826714dba0a,20,295,169,2545,1437,33.68,484,33.68,19.02,56.46,High
6e84415f-d986-4f73-b60c-36a532b3dad7,296,412,29,2807,2630,28.02,737,28.02,26.26,93.69,High
5dedf0ee-cf34-4e28-bd5c-c724b12946e2,450,419,112,6867,4489,21.85,981,21.85,14.29,65.37,High
ef0bf1bc-ecba-4256-b82c-ad0cb5f60919,112,6,48,3768,543,30.57,166,30.57,4.41,14.41,High
7d910c7e-20e8-41fa-b56d-efb46eb3e719,502,201,133,9466,3883,21.53,836,21.53,8.83,41.02,High
1a8306f6-9838-4358-9e1d-1e7c89af2376,736,317,181,6102,4984,24.76,1234,24.76,20.22,81.68,High
5ac15d7e-6077-4d6f-af42-0e9f33ae8ad3,360,332,113,6290,3115,25.84,805,25.84,12.8,49.52,High
466a2105-af9f-49e7-8241-9ab7748a4248,813,188,31,5094,4861,21.23,1032,21.23,20.26,95.43,High
ef0be8b6-b236-43fc-b835-f14bf787835f,404,5,120,2330,1508,35.08,529,35.08,22.7,64.72,High
6ac7bee1-c77d-4aa0-85ec-2ac26c3ed2d1,143,157,111,5215,1269,32.39,411,32.39,7.88,24.33,High
94c1cd93-e82a-4f39-a79c-63703373377f,884,476,39,5228,2359,59.3,1399,59.3,26.76,45.12,High
ed1e67d3-e858-48ab-8b29-0bd63332cd7f,79,125,118,9752,4096,7.86,322,7.86,3.3,42.0,Medium
ae34437c-4483-4a38-8b35-82437df427ec,181,146,9,9435,4720,7.12,336,7.12,3.56,50.03,Medium
527b938b-beec-4e08-98d6-3650e38ad338,862,449,120,7873,3612,39.62,1431,39.62,18.18,45.88,High
7f46db7f-573e-4ec1-9ac7-a56a380ff7a5,334,356,126,7262,571,142.91,816,142.91,11.24,7.86,High
917bd33f-40bf-4c37-8eb4-97213cc2a0d9,839,90,45,5620,1876,51.92,974,51.92,17.33,33.38,High
8f18f4d3-c7b1-4ece-a57d-9b10e9fc8d6e,710,280,50,7000,4874,21.34,1040,21.34,14.86,69.63,High
0648b1f3-348e-4a11-a6c2-7042e7cbae51,781,71,186,2630,1201,86.43,1038,86.43,39.47,45.67,High
7c47916b-95ce-4ace-8f34-618761d7f0b2,107,347,165,8888,1347,45.95,619,45.95,6.96,15.16,High
06326e0d-cd72-4814-b937-6c0e45aed228,329,86,150,5467,2415,23.4,565,23.4,10.33,44.17,High
f5edc5b4-cb52-4a6f-91c4-ca4f864641b1,257,380,169,5883,2299,35.06,806,35.06,13.7,39.08,High
1156d1e7-5296-4dfd-9ee4-d68e90b3b115,685,488,173,8278,4116,32.7,1346,32.7,16.26,49.72,High
dbe7cfaf-2b68-45e4-b53a-822cd847705c,793,133,131,6376,1057,100.0,1057,100.0,16.58,16.58,High
d8cb0b8a-b3be-461a-8fa6-071cb3485036,448,458,48,9340,2042,46.72,954,46.72,10.21,21.86,High
07d11f6d-aa95-4c8f-9beb-ae1df4bbd99b,1,109,48,9119,3822,4.13,158,4.13,1.73,41.91,Low
092f2fc7-3631-4259-aec9-bfdc5bba71af,572,133,177,5593,4620,19.09,882,19.09,15.77,82.6,High
4593548e-9c23-44d4-a6ef-e403cb6a9317,705,368,109,2301,1552,76.16,1182,76.16,51.37,67.45,High
43723dad-226a-4dce-be64-35f2d9c5c39a,604,347,91,6852,2089,49.88,1042,49.88,15.21,30.49,High
237a2a42-35b4-4645-adb6-40b1a5c528c1,99,74,159,9950,1367,24.29,332,24.29,3.34,13.74,High
70a84c08-ea44-4884-9eb8-05bcd4aadee3,265,415,187,8633,1747,49.63,867,49.63,10.04,20.24,High
3b2d93d5-441d-43a5-9de8-2175cb3139e4,232,42,197,4775,2076,22.69,471,22.69,9.86,43.48,High
03817932-c715-49fe-a69b-7612781f4afa,186,252,139,8474,1858,31.05,577,31.05,6.81,21.93,High
6539be7c-0aa0-423e-a1e6-09ea80958d05,976,64,136,3791,3678,31.97,1176,31.97,31.02,97.02,High
d9406783-2b0f-495c-a652-17d7a47e302d,418,191,82,8833,3214,21.5,691,21.5,7.82,36.39,High
37daa9e0-e352-488d-ae18-7d39eaa9c307,673,47,143,6948,1085,79.54,863,79.54,12.42,15.62,High
62d4c698-0c8a-4625-a820-646d9f2d8694,955,129,196,6324,1297,98.69,1280,98.69,20.24,20.51,High
7fc5e222-9c0e-45f8-8987-a8892085f3d0,346,126,190,9965,4715,14.04,662,14.04,6.64,47.32,High
8825444f-02c5-4d24-a303-074b774fe3a8,587,372,91,3150,2020,51.98,1050,51.98,33.33,64.13,High
e673e9d6-759c-4e8a-a899-1d91a4f5eece,894,105,11,3451,1730,58.38,1010,58.38,29.27,50.13,High
e6cca196-db93-43e5-8fe5-60ba1a5bb2f2,662,44,65,3389,3186,24.2,771,24.2,22.75,94.01,High
ec7b3418-dfa0-446d-8371-5f76710eb87b,666,44,5,9356,1456,49.11,715,49.11,7.64,15.56,High
bb83dda1-cc98-43bc-b5be-acba7f48baf9,66,204,195,5649,3103,14.99,465,14.99,8.23,54.93,High
6a3fc40a-f3b9-43e2-a79a-accc1803948c,854,119,169,9736,1760,64.89,1142,64.89,11.73,18.08,High
75c0858e-291a-4457-a2fb-3054c14bfc56,596,132,130,5482,4402,19.49,858,19.49,15.65,80.3,High
1e5a4099-b73a-4d50-849a-4fe6f855f8e4,79,321,193,8415,775,76.52,593,76.52,7.05,9.21,High
ac34f5e0-a282-4060-b95b-720a9de8306d,720,468,64,3347,1653,75.74,1252,75.74,37.41,49.39,High
b820e6a3-a66b-42b1-bca1-bf29e14307fd,185,376,132,9564,2706,25.61,693,25.61,7.25,28.29,High
61eafc32-d0d6-4618-aa51-d95fd540e8ce,282,371,29,8425,2061,33.09,682,33.09,8.09,24.46,High
516ee75c-3fdb-4c4b-b266-0dee5936e20b,783,101,147,4727,4174,24.7,1031,24.7,21.81,88.3,High
fbc16e51-cb13-4429-8fe4-c57c04b886dd,974,435,170,5936,3002,52.6,1579,52.6,26.6,50.57,High
8851bcb9-af09-4fee-b54b-ad9d98d1f9be,712,8,39,8813,1506,50.4,759,50.4,8.61,17.09,High
e281f727-4cb9-4c68-ade2-ed534da39f05,463,260,142,5765,2421,35.73,865,35.73,15.0,41.99,High
c856ca2d-311a-4c00-b878-cc3866445619,513,52,104,2685,1270,52.68,669,52.68,24.92,47.3,High
406c05f4-38e0-4f9e-a035-6fd0b70914c4,505,93,103,3321,3133,22.37,701,22.37,21.11,94.34,High
79bf958e-fa40-4756-8d12-e44b4a4bb352,24,454,80,3142,2989,18.67,558,18.67,17.76,95.13,High
fb01bd19-03d0-4670-94a6-05c664d60c61,290,335,199,6108,2201,37.44,824,37.44,13.49,36.03,High
728b1b31-d1e4-4026-8331-8492c4c46899,957,101,99,2660,1412,81.94,1157,81.94,43.5,53.08,High
df587a3c-e7c7-41d8-8c36-b3cc66dd638e,989,57,17,5437,3509,30.29,1063,30.29,19.55,64.54,High
d7be5e8c-fbfe-447b-83d0-cd90ba014401,243,152,169,6552,1956,28.83,564,28.83,8.61,29.85,High
9ee25afb-e994-4cc6-ab6f-d01b1caf02b9,452,11,44,8176,4977,10.19,507,10.19,6.2,60.87,High
add05bf1-4f00-43b8-b02c-361e7b8f068a,319,497,121,9949,2978,31.46,937,31.46,9.42,29.93,High
7e2e303a-c9be-4663-ab19-dc74f1cab26b,323,255,184,9188,4299,17.73,762,17.73,8.29,46.79,High
c8d4de81-b703-4b0c-be3e-7c4e1faf4bd1,149,221,164,9455,607,87.97,534,87.97,5.65,6.42,High
ffaae1b3-574b-4d3e-bbaf-5b8871aa784e,834,479,4,2339,2136,61.66,1317,61.66,56.31,91.32,High
6aa3a9d8-89ba-444c-a2e3-cdcd51184330,752,71,166,8651,4332,22.83,989,22.83,11.43,50.08,High
c2d617d3-ed3d-4680-9e3b-fbc2826a4dd1,78,421,67,4719,2862,19.78,566,19.78,11.99,60.65,High
f432d653-5dd9-4777-ab7e-231ec73e4b18,218,336,84,4165,1863,34.25,638,34.25,15.32,44.73,High
13023df5-c97d-418d-b51c-078767289edd,39,271,111,1988,1821,23.12,421,23.12,21.18,91.6,High
2e8469ef-2e1f-4d6b-8d30-c4004622105a,432,206,21,6356,3406,19.35,659,19.35,10.37,53.59,High
10bfa393-469a-449a-a74c-ffe1841d711e,356,154,98,9569,4332,14.04,608,14.04,6.35,45.27,High
1788d4d4-65f0-4518-a9e3-3f8661b6a4d3,620,149,112,3763,1093,80.6,881,80.6,23.41,29.05,High
95ff1ec8-75cc-4853-ada4-f93f3a497f13,209,69,58,4829,4447,7.56,336,7.56,6.96,92.09,Medium
e952bc14-012e-4ec2-8a12-f2bfc1c8f7da,137,361,129,5273,1477,42.45,627,42.45,11.89,28.01,High
47a9471f-d6fc-4f30-ba48-1f23e479a491,671,316,57,3808,3695,28.25,1044,28.25,27.42,97.03,High
ac0ebfeb-0961-4a25-8a27-2281c251ed80,849,326,45,5708,2647,46.09,1220,46.09,21.37,46.37,High
df013b1f-bbaf-49ce-bd6b-e5c0dd5ea8a2,198,92,107,8166,4688,8.47,397,8.47,4.86,57.41,Medium
40e89a26-be89-46cd-809b-f05d4f53be90,292,266,0,5757,4782,11.67,558,11.67,9.69,83.06,High
6b75c9fe-2494-499d-ade0-dbb75c6de297,149,20,172,2673,2551,13.37,341,13.37,12.76,95.44,High
ad1e64be-723c-40b1-a649-b9f799b2e281,770,172,37,5459,2693,36.35,979,36.35,17.93,49.33,High
28f7b662-3ab4-4e00-9b12-ff7bfbc54bf3,325,60,169,9636,740,74.86,554,74.86,5.75,7.68,High
8d89024d-841f-4bbd-bf3e-b3abda868781,53,353,91,1142,523,95.03,497,95.03,43.52,45.8,High
d9f95963-20c4-4284-a03f-387b0bf93e16,526,50,112,3581,1424,48.31,688,48.31,19.21,39.77,High
d3629a95-aac8-4b7c-8227-3542b18fd914,674,457,157,9657,1328,96.99,1288,96.99,13.34,13.75,High
fd456a84-39e9-476e-9b86-956d03882778,923,475,78,5196,3888,37.96,1476,37.96,28.41,74.83,High
d5c77307-fb47-4f32-ab0d-fa604837023c,758,282,164,7875,1386,86.87,1204,86.87,15.29,17.6,High
22fa41f6-af2f-4b29-aa11-6e5da68ef3da,175,492,133,3604,1463,54.68,800,54.68,22.2,40.59,High
49804a83-a3b2-4c3d-bd1e-b9c223adb2fd,999,4,111,8642,4508,24.71,1114,24.71,12.89,52.16,High
3822193b-9fcc-4b29-8fe1-e8b89ea1cd6c,718,349,187,6396,4034,31.09,1254,31.09,19.61,63.07,High
e93a123e-3d35-4268-8a2f-07a3d2e89087,134,397,37,5405,3987,14.25,568,14.25,10.51,73.77,High
21301812-6cff-45cc-8742-4efc8510f1c7,919,118,82,8754,2713,41.25,1119,41.25,12.78,30.99,High
8c81107e-adac-4e2f-9028-8310aacea600,526,13,167,6901,616,114.61,706,114.61,10.23,8.93,High
a09723f5-d33e-40a0-b9b6-2a8d9e0db9d0,213,434,185,5797,2274,36.59,832,36.59,14.35,39.23,High
7221a8da-09a0-4cc9-a9ab-08f1a7b04392,128,74,93,2212,1413,20.88,295,20.88,13.34,63.88,High
0464751e-14aa-4470-ba1e-fdc6b36c9102,745,428,38,2656,1579,76.69,1211,76.69,45.59,59.45,High
6f46a744-80a5-48cd-b6bb-35b194e5d19c,210,485,30,8477,3347,21.66,725,21.66,8.55,39.48,High
7ba7b0ae-c087-4895-8a2a-9284f3f4c410,675,161,9,3582,3288,25.7,845,25.7,23.59,91.79,High
331e2d13-11ff-40b9-9afc-aed02fecbf8d,136,449,81,6299,800,83.25,666,83.25,10.57,12.7,High
b78875df-282f-4a7c-ae4e-b0eba0b2433e,286,404,77,9374,3562,21.53,767,21.53,8.18,38.0,High
e09b9260-49b1-43d1-adf7-416e2e82cb08,775,273,93,7582,2293,49.76,1141,49.76,15.05,30.24,High
58b2e09a-0120-4214-b32b-7e19921241e1,672,480,199,2806,1869,72.28,1351,72.28,48.15,66.61,High
8a008f3f-34c2-41a2-ad00-7e44e867fb09,403,104,105,5922,4840,12.64,612,12.64,10.33,81.73,High
39081df6-65a2-41c3-85d4-5c03526a9d2a,1,337,145,3867,1226,39.4,483,39.4,12.49,31.7,High
15fea1a0-df53-49f7-a9a0-8e4de7730f8f,415,195,46,5912,1452,45.18,656,45.18,11.1,24.56,High
8dbdfc08-9f20-4bd8-a225-09b969d9c349,573,112,69,4661,2222,33.93,754,33.93,16.18,47.67,High
04567878-cb9f-43a3-ab46-a6f5d532a9ca,521,103,14,2842,986,64.71,638,64.71,22.45,34.69,High
f0973b6c-aacb-473c-81bb-0b3f887132e7,736,189,138,3530,1916,55.48,1063,55.48,30.11,54.28,High
8ad3cfaa-410d-45e3-a05f-5c83f3407658,52,185,72,5893,977,31.63,309,31.63,5.24,16.58,High
bc0ba96e-a65c-4f17-805f-6a71038e65b7,494,6,176,6814,2101,32.18,676,32.18,9.92,30.83,High
6e9717ad-dd10-46a7-85fb-082c3930d239,810,300,187,7781,4021,32.26,1297,32.26,16.67,51.68,High
512a9b0c-2582-4942-b62c-c302b234fabc,949,468,100,8579,3348,45.31,1517,45.31,17.68,39.03,High
ce046cca-9bbd-4123-a5f0-cdc8d9b973cd,252,77,61,3026,1727,22.58,390,22.58,12.89,57.07,High
0b2844de-c0e3-49b7-9145-6ce71e36e9ca,176,10,1,7820,2305,8.11,187,8.11,2.39,29.48,Medium
c5b2cdb1-f15f-4f74-9432-c2ec23901513,66,322,117,9940,2624,19.25,505,19.25,5.08,26.4,High
16de3797-2507-4225-8bdf-f0316d615155,174,3,141,7542,790,40.25,318,40.25,4.22,10.47,High
2676862c-92d2-4290-b156-ac2dea4eaf46,740,168,130,3712,1807,57.44,1038,57.44,27.96,48.68,High
d4ab3f35-f11e-449b-9c25-edc9440cfbb6,1,315,53,9270,687,53.71,369,53.71,3.98,7.41,High
da29af14-45ff-425d-bea7-4055ce076f89,937,276,70,3388,2242,57.23,1283,57.23,37.87,66.17,High
6f47f3de-6258-4d19-a642-c4c782ae6683,580,304,28,9729,4498,20.28,912,20.28,9.37,46.23,High
66a9decb-a364-4196-8caf-73e2bf51d74e,828,168,24,8621,3316,30.76,1020,30.76,11.83,38.46,High
8c44cbcc-b963-4b7a-adf9-25fe55ef2265,610,95,69,7147,3191,24.26,774,24.26,10.83,44.65,High
a0a8a99a-490e-435e-8560-b5180396b504,132,41,72,9454,3114,7.87,245,7.87,2.59,32.94,Medium
2b407c57-ca03-4b6d-8f22-85d3266ab394,904,70,137,5714,3561,31.2,1111,31.2,19.44,62.32,High
177e841b-91ac-481d-b0aa-90039a43c522,543,234,184,5946,3820,25.16,961,25.16,16.16,64.24,High
e843efbf-b527-458d-8d9c-20e474ef5da7,290,422,184,6266,2350,38.13,896,38.13,14.3,37.5,High
3ce5bf78-d858-42ec-80b4-7c68e87dc5ea,867,190,200,7465,4671,26.91,1257,26.91,16.84,62.57,High
9d5046bf-7c5d-448c-a91e-552ac341ad77,6,219,91,7419,1060,29.81,316,29.81,4.26,14.29,High
52499495-c3cc-4258-a044-0a43e5cfa540,664,260,29,8790,3577,26.64,953,26.64,10.84,40.69,High
2264bd3b-a981-4f0b-a23c-fe79fea29589,391,363,134,8641,2124,41.81,888,41.81,10.28,24.58,High
f79e26ec-fc33-49ae-ae77-f35f89bc302d,807,21,34,8727,1958,44.02,862,44.02,9.88,22.44,High
75216f5b-d62d-485a-9fc7-8dc2a396bef3,271,234,80,7459,1402,41.73,585,41.73,7.84,18.8,High
4d0887f2-fd8c-4a25-9192-668ff1ee97c1,716,33,133,8358,4541,19.42,882,19.42,10.55,54.33,High
39eedbd8-ff3c-4db8-baaf-5561308044cc,183,358,76,4603,3858,15.99,617,15.99,13.4,83.81,High
e50816b5-319d-49dc-9e1b-761ee0b42d39,383,408,34,8154,4563,18.08,825,18.08,10.12,55.96,High
805c4515-9a2d-4aec-a478-99af8ab43647,795,487,128,9308,3450,40.87,1410,40.87,15.15,37.06,High
be2a94b1-93bc-438a-9731-754c4f672d24,842,189,64,5397,1669,65.61,1095,65.61,20.29,30.92,High
e22ff683-18d4-4bd1-a4a5-55064c079b1d,32,101,92,8204,4812,4.68,225,4.68,2.74,58.65,Low
8ed06985-6f16-434f-b885-5682a2810387,257,383,28,4666,2417,27.64,668,27.64,14.32,51.8,High
23efd392-1cfe-4f43-a28a-eb9ed2672de8,184,126,88,8988,3511,11.34,398,11.34,4.43,39.06,High
2d80b808-769a-409b-86ec-50024e82a641,23,87,134,7712,1567,15.57,244,15.57,3.16,20.32,High
34a164d8-95b8-4691-82d9-ac0def15e68d,178,33,117,8782,609,53.86,328,53.86,3.73,6.93,High
38b53128-9675-4c3f-9b8e-b380f5f058a5,684,124,174,7423,2885,34.04,982,34.04,13.23,38.87,High
78f341fe-1777-4eaa-8989-f29a789e2bbf,192,498,134,3191,1461,56.4,824,56.4,25.82,45.79,High
8fbaf48d-8740-444b-993f-0d82f4241e4c,212,477,151,6699,1633,51.44,840,51.44,12.54,24.38,High
4a0c7439-01c2-40ae-95e1-23c09895b913,21,397,131,4622,2414,22.74,549,22.74,11.88,52.23,High
c8818921-750a-4eaf-8f72-edd3c20c6013,346,359,159,8281,4491,19.24,864,19.24,10.43,54.23,High
105cea00-1a7f-4ac3-bf3d-3e0dd7ac92e9,920,450,191,1525,785,198.85,1561,198.85,102.36,51.48,High
e68fbd60-22b6-4df1-be4a-2fc77051ec1e,44,471,154,7531,2588,25.85,669,25.85,8.88,34.36,High
e04c72f5-1955-4cb7-843e-dfc261e51e35,130,454,34,6463,1499,41.23,618,41.23,9.56,23.19,High
179f1d42-ca16-431f-93b3-0347fcbb769b,396,102,17,2569,1422,36.22,515,36.22,20.05,55.35,High
f993ed32-3bac-439d-82d3-ee6062aae223,513,426,117,6752,1769,59.69,1056,59.69,15.64,26.2,High
348c4c10-1276-4c94-ad1b-d37ef6ba7ef9,593,497,145,8019,4970,24.85,1235,24.85,15.4,61.98,High
64c0ec38-3521-40c6-8135-56dcd6dabed9,666,431,65,5449,3064,37.92,1162,37.92,21.33,56.23,High
c9d6b307-3a36-4e36-aa2a-2f314f1ea60c,83,304,194,9649,2944,19.74,581,19.74,6.02,30.51,High
8d386ffd-120f-4acc-9837-e2f11207274c,906,142,145,4602,1791,66.61,1193,66.61,25.92,38.92,High
6178de76-5dff-43a3-918d-045604500855,283,57,151,2718,1348,36.42,491,36.42,18.06,49.6,High
e95934ee-3118-40a8-a0b5-43a703530922,43,244,75,5019,1226,29.53,362,29.53,7.21,24.43,High
c26221dd-95b6-4352-8132-7333e5f3efb1,941,321,60,6505,2104,62.83,1322,62.83,20.32,32.34,High
97633237-3949-468e-b0cc-e836b7a83a1f,924,133,173,2179,511,240.7,1230,240.7,56.45,23.45,High
7c5060ba-b464-4ea2-aa15-272408d84f57,848,104,106,5433,3497,30.25,1058,30.25,19.47,64.37,High
add9b3f3-e742-43b9-965b-0a54671e38ca,925,285,61,5007,1862,68.26,1271,68.26,25.38,37.19,High
bedd53c3-93db-4c7f-8855-6d0c291f2caa,808,88,152,6336,1052,99.62,1048,99.62,16.54,16.6,High
284e80d6-3243-4916-9989-d8d6bfcd955c,753,40,1,7940,4550,17.45,794,17.45,10.0,57.3,High
aa1a5488-1bf4-4c2a-9729-02ba3b7b5bc1,275,57,97,8438,4464,9.61,429,9.61,5.08,52.9,Medium
71dd9e42-55b5-4337-ae50-1510f02bb12b,289,352,121,8820,1116,68.28,762,68.28,8.64,12.65,High
936d5989-f20e-452b-888c-34c377abd733,413,78,125,5736,2929,21.03,616,21.03,10.74,51.06,High
2cf73bab-47cd-4128-9ebb-968005645a6e,397,168,152,8258,4814,14.89,717,14.89,8.68,58.29,High
5da048bd-8fbb-490a-b132-2bc74302ff1e,603,147,15,7596,874,87.53,765,87.53,10.07,11.51,High
f6c3c7a4-8401-4487-809d-cb1e67ef49ee,107,236,200,9196,2375,22.86,543,22.86,5.9,25.83,High
ccaedfaa-d3b1-448e-b4cf-d650d83156e2,655,56,3,1672,1620,44.07,714,44.07,42.7,96.89,High
ee2a2d1f-259b-4abc-bc6d-6168ac8f167e,106,261,20,6618,2838,13.64,387,13.64,5.85,42.88,High
91cc3a0c-7aca-481f-b3f0-1b24b90db4e6,853,174,62,1914,928,117.35,1089,117.35,56.9,48.48,High
a0d6f6df-10bc-4f36-951e-ff0b7fca262a,415,250,143,2703,647,124.88,808,124.88,29.89,23.94,High
4570e012-6711-4d23-aaae-13898e90d075,558,335,91,1892,1193,82.48,984,82.48,52.01,63.05,High
3e80e985-488c-4a3b-9443-c075bc7eceb8,381,190,100,2884,1369,49.01,671,49.01,23.27,47.47,High
e19dac93-aba1-4143-844f-27f4a8a1fb82,7,326,26,2407,2321,15.47,359,15.47,14.91,96.43,High
2b89e2f6-d000-4753-9d06-b9c9568ba8fa,652,387,55,4633,3645,30.01,1094,30.01,23.61,78.67,High
c7d732d6-fa3a-4ad3-96bc-e34d226fa660,27,192,79,2164,1542,19.33,298,19.33,13.77,71.26,High
2f59282c-038b-4f72-9eae-d151c3d63374,479,247,109,5434,509,164.05,835,164.05,15.37,9.37,High
0f577676-f6d9-45fa-91e1-0c36ae4260f4,420,9,173,8026,1799,33.46,602,33.46,7.5,22.41,High
9fefb74a-5f82-47e0-a24c-5540d5c9c823,63,476,74,8382,1328,46.16,613,46.16,7.31,15.84,High
d82b08c5-e4f4-49c0-add7-c0911b354dc2,426,10,115,8446,2832,19.46,551,19.46,6.52,33.53,High
37fa68d6-854c-4f96-9f64-7a3d3ab97044,458,29,22,4375,2351,21.65,509,21.65,11.63,53.74,High
126f5631-6ec7-45e1-9ad8-bcfb15950428,117,288,7,7532,3201,12.87,412,12.87,5.47,42.5,High
3ad23581-591c-40ed-a6f1-d05ec8a787ce,593,475,16,6923,3533,30.68,1084,30.68,15.66,51.03,High
fc17d64a-0fed-4cf4-a869-7d3ba40f8e12,810,119,59,7816,3234,30.55,988,30.55,12.64,41.38,High
35123110-1b2a-46d2-b2d8-ffde9b4ceb4c,986,258,97,5627,3124,42.93,1341,42.93,23.83,55.52,High
b8cd19c0-40cf-4228-88a1-b52b14084414,837,76,79,6413,1844,53.8,992,53.8,15.47,28.75,High
b73be757-d906-4d5f-bdf7-713c4fb68f3f,832,407,50,6251,961,134.13,1289,134.13,20.62,15.37,High
04e0d0b3-c620-4ae6-a9fb-c5dbf851630b,990,386,198,2782,2527,62.29,1574,62.29,56.58,90.83,High
c42b4d0f-9362-43cb-aef6-f87eb673e918,333,79,77,3644,2312,21.15,489,21.15,13.42,63.45,High
3c48a068-45a7-4216-89ea-080b29a171ac,461,72,70,9588,2738,22.02,603,22.02,6.29,28.56,High
bf054317-41aa-4dbd-9c90-9b5cbcbfcc3b,717,249,4,5356,1998,48.55,970,48.55,18.11,37.3,High
8d4191f9-1e4b-43ce-bd5d-862a3b105eb6,101,377,45,5131,4005,13.06,523,13.06,10.19,78.05,High
3e5433be-3f21-407a-be8c-e13127a852eb,86,374,67,1651,1298,40.6,527,40.6,31.92,78.62,High
21ef7c28-dbc5-4682-9c7c-191373881ee7,436,12,43,4496,1376,35.68,491,35.68,10.92,30.6,High
fe5b128c-e3e3-408b-ae43-521f61243840,481,71,181,4071,3288,22.29,733,22.29,18.01,80.77,High
